Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA SANT EGIDIO SNC, 33074, FONTANAFREDDA, PN",01197430935,RISERA SOCIETA  AGRICOLA S.R.L.,UL-1,45.966208,12.558566
"VIA SANTA CATERINA 10, 33083, CHIONS, PN",01718540931,FENICE GAME S.R.L.,UL-1,45.847713,12.710025
"VIA SANTA CATERINA 12, 33037, PASIAN DI PRATO, UD",02931280305,LPR DISTRIBUTORI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.047363,13.198603
"VIA SANTA CATERINA 15/B, 33037, PASIAN DI PRATO, UD",02752450300,SERVIZI AMMINISTRATIVI SRL SEMPLIFICATA,UL-1,46.047602,13.198541
"VIA SANTA CATERINA 19, 33037, PASIAN DI PRATO, UD",03431600166,EDIS - REP SRL,UL-2,46.047595,13.198872
"VIA SANTA CATERINA 40, 33037, PASIAN DI PRATO, UD",01122900317,OTTICA ANTONUTTI S.R.L.,UL-1,46.047987,13.199601
"VIA SANTA CATERINA 8/B-C, 34122, TRIESTE, TS",01213440322,IDEA CONVENIENZA S.R.L.,UL-11,45.650977,13.774661
"VIA SANTA CATERINA 8/D, 34122, TRIESTE, TS",01213440322,IDEA CONVENIENZA S.R.L.,UL-10,45.650977,13.774661
"VIA SANTA CATERINA DA SIENA 5, 34122, TRIESTE, TS",01324660321,RE DI CUORI INTERNATIONAL S.R.L.S.,UL-1,45.650278,13.77458
"VIA SANTA CATERINA DA SIENA 7, 34122, TRIESTE, TS",00571400324,KEY 3 - VIAGGI - CONGRESSI - PUBBLICHE RELAZIONI - SOCIETA  A RESPONSABILITA  LIMITATA,UL-3,45.650601,13.774612
"VIA SANTA CATERINA DA SIENA 7B, 34122, TRIESTE, TS",01035410321,NORMA S.R.L.,UL-5,45.650601,13.774612
"VIA SANTA CATERINA DA SIENA 9/11, 34122, TRIESTE, TS",01189710328,EMPORIO TESSUTI SRL,UL-2,45.651354,13.775008
"VIA SANTA CHIARA 12, 33100, UDINE, UD",02806520306,RAM FVG S.R.L.,UL-1,46.069445,13.234853
"VIA SANTA CROCE 8, 33082, AZZANO DECIMO, PN",01505000933,MASCARIN STAMPI S.R.L.,UL-5,45.883677,12.717517
"VIA SANTA FOSCA 16, 33010, TAVAGNACCO, UD",03027350309,AUTO LEON SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.115894,13.239442
"VIA SANTA GIUSTINA 2/B, 33100, UDINE, UD",02562460309,PIROBLU S.R.L.,UL-3,46.06902,13.230903
"VIA SANTA LUCIA 23, 33013, GEMONA DEL FRIULI, UD",01738600301,CAST S.R.L.,UL-1,46.27215,13.12971
"VIA SANTA LUCIA 42/C, 33013, GEMONA DEL FRIULI, UD",02059480307,CASTELLO SERVIZI S.R.L.,UL-3,46.273516,13.13029
"VIA SANTA LUCIA 53, 33013, GEMONA DEL FRIULI, UD",02833470301,SERENI ORIZZONTI 1 S.P.A.,UL-2,46.272495,13.129738
"VIA SANTA LUCIA 69, 33013, GEMONA DEL FRIULI, UD",02903480305,ARENGO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.272549,13.130368
"VIA SANTA MARGHERITA 22, 33070, BRUGNERA, PN",01531260931,MEDEAT S.R.L.,UL-1,45.92353,12.569951
"VIA SANTA RADEGONDA 15/2, 33030, VARMO, UD",02245140302,IMMOBILIARE 52 S.R.L.,UL-1,45.863197,12.984248
"VIA SANTA RADEGONDA 27, 33030, VARMO, UD",02129660300,KALOS S.R.L.,UL-1,45.863197,12.984248
"VIA SANTA TERESA 3, 34135, TRIESTE, TS",01220690323,LORA S.R.L.,UL-3,45.663743,13.770135
"VIA SANTI MARTIRI 4, 34123, TRIESTE, TS",02945740302,ENCORA S.R.L.,UL-2,45.642136,13.756894
"VIA SANTISSIMA 15/1, 33032, BERTIOLO, UD",02251380305,DIGITAL COPY S.R.L.,UL-1,45.945649,13.055372
"VIA SANTISSIMA TRINITA  126/A, 33070, BRUGNERA, PN",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-6,45.899588,12.53509
"VIA SANTISSIMA TRINITA  52, 33070, BRUGNERA, PN",01787140936,BONGUSTAIO S.R.L.,UL-1,45.901036,12.530598
"VIA SANTO STEFANO 129, 33030, BUJA, UD",02916120302,MADELUX S.R.L.,UL-2,46.204202,13.123651
"VIA SANTO STEFANO 15, 33030, BUJA, UD",02304110303,ZILLI & ASSOCIATI S.R.L.,UL-1,46.20983,13.125952
"VIA SANTO STEFANO 178, 33030, BUJA, UD",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-23,46.20286,13.119598
"VIA SANTO STEFANO 41, 33030, BUJA, UD",02964050302,PRINTPROMO SRL,UL-1,46.208634,13.125982
"VIA SANTO STEFANO 48, 33030, BUJA, UD",02916120302,MADELUX S.R.L.,UL-1,46.208019,13.125393
"VIA SAURIS DI SOTTO 90, 33020, SAURIS, UD",02251000309,FAMILIA S.R.L.,UL-4,46.465652,12.709832
"VIA SAVERIO MERCADANTE 1, 34122, TRIESTE, TS",02661850301,ARLO INVESTIMENTI SRL,UL-1,45.65309,13.77562
"VIA SAVIO 4, 33080, ROVEREDO IN PIANO, PN",01834660936,CALLTV S.R.L.,UL-2,46.025682,12.612113
"VIA SAVIO 8, 33170, PORDENONE, PN",01251390322,MARINE INTERIORS CABINS S.P.A.,UL-2,45.926859,12.650315999999998
"VIA SAVORGNANA 19, 33100, UDINE, UD",02259960306,BLUENERGY GROUP S.P.A.,UL-21,46.060876,13.236653
"VIA SAVORGNANA 22, 33100, UDINE, UD",00126000314,XILON - S.R.L.,UL-2,46.061045,13.237387
"VIA SAVORGNANA 24, 33010, OSOPPO, UD",01965120304,TIFRIULGAMES S.R.L.,UL-1,46.255131,13.077205
"VIA SAVORGNANA 24/C, 33100, UDINE, UD",02622380307,CL SOLUTIONS S.R.L.,UL-1,46.060813,13.23756
"VIA SAVORGNANA 26, 33100, UDINE, UD",02141410304,INCIPIT FILM S.R.L.,UL-3,46.060701,13.237822
"VIA SAVORGNANA 3/A, 33100, UDINE, UD",02844860300,DBF REPAIRS S.R.L.,UL-2,46.062349,13.235352
"VIA SAVORGNANI 4, 33024, FORNI DI SOPRA, UD",01058530328,CONFARTIGIANATO SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-24,46.425137,12.579855
"VIA SAVORGNANO 3, 33078, SAN VITO AL TAGLIAMENTO, PN",01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,UL-1,45.912134,12.857199
"VIA SCALINATA 1, 34137, TRIESTE, TS",01158460327,FARMACIA ALLA REDENZIONE S.R.L.,UL-2,45.645083,13.780392
"VIA SCALINATA 19/B, 34137, TRIESTE, TS",01252660327,ORIGINAL CAFFE  S.R.L.S.,UL-1,45.644711,13.780773
"VIA SCAMOZZI ANG.CONTR.BARBARO 2, 33057, PALMANOVA, UD",02853520308,AL GAMBERO S.R.L.,UL-1,45.906504,13.308513
"VIA SCERBANENCO 17/28, 33054, LIGNANO SABBIADORO, UD",02808550301,CA  AL MAR S.R.L.,UL-1,45.657174,13.066167
"VIA SCERBANENCO 19/2, 33054, LIGNANO SABBIADORO, UD",00435750302,TILIMENT COMPANY S.R.L.,UL-2,45.668555,13.104086
"VIA SCERBANENCO 19/3, 33054, LIGNANO SABBIADORO, UD",00435750302,TILIMENT COMPANY S.R.L.,UL-3,45.668555,13.104086
"VIA SCERBANENCO 19/4, 33054, LIGNANO SABBIADORO, UD",00435750302,TILIMENT COMPANY S.R.L.,UL-1,45.668555,13.104086
"VIA SCHIAVETTI 7/A, 34074, MONFALCONE, GO",01155680315,MONDOWOOD B.B.  S.R.L.,UL-1,45.795009,13.520614
"VIA SCHUMANN 3, 33100, UDINE, UD",00774220321,NIKES S.R.L.,UL-1,46.036638,13.242326
"VIA SCHUMANN 5, 33100, UDINE, UD",02945800304,BRICONOVA SRL,UL-1,46.0368,13.24252
"VIA SCIASTON 2, 33080, VAJONT, PN",01858880931,UNIT PALLETS SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.143802,12.697361
"VIA SCIPIONE DI MANZANO 5, 33043, CIVIDALE DEL FRIULI, UD",02940040302,LELA SRL,UL-1,46.090065,13.432663
"VIA SCLAUNICCO 7, 33050, POZZUOLO DEL FRIULI, UD",02449990304,ARCHEST  S.R.L.,UL-1,45.99478,13.17345
"VIA SCLAVONS 10/B, 33084, CORDENONS, PN",01381620937,MACCHINE TESSILI S.R.L.,UL-4,45.98219,12.698748
"VIA SCLAVONS 212, 33084, CORDENONS, PN",01328520935,TECNO CLEAN S.R.L.,UL-1,45.97296,12.683772
"VIA SCLAVONS 231/A, 33084, CORDENONS, PN",01651600932,LA NUOVA PANETTERIA S.R.L.,UL-19,45.97475,12.6871
"VIA SCLAVONS 239, 33084, CORDENONS, PN",00311860308,PORZIO S.R.L.,UL-2,45.974519,12.686689
"VIA SCLAVONS 24, 33084, CORDENONS, PN",01869880938,ASSILAB PREVIDENZA E SERVIZI S.R.L.,UL-3,45.98116,12.69842
"VIA SCLAVONS 63, 33084, CORDENONS, PN",01813740931,ALPES SRL,UL-1,45.980683,12.698142
"VIA SCLAVONS 75, 33084, CORDENONS, PN",01813740931,ALPES SRL,UL-2,45.980318,12.697331
"VIA SCLAVONS 86, 33084, CORDENONS, PN",01145800932,DOLFO S.R.L.,UL-2,45.979322,12.695275
"VIA SCOMPARINI 8, 34139, TRIESTE, TS",01130590324,POWERWOOD S.R.L.,UL-3,45.640494,13.797821
"VIA SEBASTIAN BOMBELLI 1, 33040, PREMARIACCO, UD",01886630936,TRINITY TREE DESIGN SRL,UL-1,46.02793,13.39605
"VIA SEBASTIANO BOMBELLI 14, 33040, PREMARIACCO, UD",02844320305,CONVERT SERVICE SRL,UL-1,46.057393,13.394197
"VIA SEBASTIANO BOMBELLI 5/1-2, 33040, PREMARIACCO, UD",02374370308,ENOFRIULI LINEA VETRO S.R.L.,UL-1,46.028379,13.395463
"VIA SEBASTIANO CABOTO 2, 33170, PORDENONE, PN",00427750930,RADIOTELEPORDENONE S.R.L.,UL-3,45.96235,12.662545
"VIA SEDEGLIANO 30/A, 33033, CODROIPO, UD",00671670305,PROSCIUTTIFICIO WOLF SAURIS S.P.A.,UL-2,45.977865,12.972529
"VIA SEDEGLIANO 6, 33033, CODROIPO, UD",03015630308,DNE FOOD SERVICE S.R.L.,UL-1,45.976076,12.972136
"VIA SEDUZZA S.N.C., 33084, CORDENONS, PN",01625900939,RENOWA S.R.L.,UL-1,45.972435,12.710913
"VIA SEGALUZZA 11/A, 33170, PORDENONE, PN",01743590935,REFRIGERA INDUSTRIALE S.R.L.,UL-1,45.932335,12.651395
"VIA SEGALUZZA 30/B, 33170, PORDENONE, PN",01006210932,DARSA  S.R.L.,UL-2,45.929747,12.651544
"VIA SEGALUZZA 30/C, 33170, PORDENONE, PN",01681660930,LATTERIA DI VISINALE S.R.L.,UL-3,45.929747,12.651544
"VIA SEGALUZZA 30/E, 33170, PORDENONE, PN",01251390322,MARINE INTERIORS CABINS S.P.A.,UL-1,45.929747,12.651544
"VIA SELET 1, 33028, TOLMEZZO, UD",01438050211,ISONTINA RISTOBAR S.R.L.,UL-2,46.389158,13.026489
"VIA SELET 26, 33028, TOLMEZZO, UD",00444160303,LAVORAZIONE LEGNAMI S.P.A.,UL-6,46.387843,13.025812
"VIA SELET 28, 33028, TOLMEZZO, UD",00500670310,ARRIVA UDINE S.P.A.,UL-3,46.387338,13.026843
"VIA SELET 5, 33028, TOLMEZZO, UD",02442870305,B.B. SERVICE S.R.L.,UL-1,46.388883,13.025766
"VIA SELET Z.I.S., 33028, TOLMEZZO, UD",00272570300,RE.C.MA. S.R.L.,UL-4,46.387057,13.02951
"VIA SELLO 06, 33050, PAVIA DI UDINE, UD",01974760306,NUOVA SELAS S.R.L.,UL-8,45.987678,13.313234
"VIA SELLO 6, 33050, PAVIA DI UDINE, UD",01974760306,NUOVA SELAS S.R.L.,UL-9,45.987673,13.313238
"VIA SELVINA 15, 33048, CHIOPRIS-VISCONE, UD",00671840320,KOIMPEX - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.927868,13.390251
"VIA SELVINA 19, 33048, CHIOPRIS-VISCONE, UD",01172660316,VEDOVELLI S.R.L.,UL-1,45.92835,13.390587
"VIA SELVUZZIS 45/1, 33100, UDINE, UD",02886620307,DEALERNET SRL,UL-1,46.030396,13.240472
"VIA SELVUZZIS 45/3, 33100, UDINE, UD",04845190265,MADRASSI S.R.L.,UL-1,46.030175,13.240543
"VIA SENECA 11, 33083, CHIONS, PN",01439460930,CORINI S.R.L.,UL-1,45.857452,12.749058
"VIA SENECA 3, 33083, CHIONS, PN",01787190931,C1P8 S.R.L.,UL-1,45.85842,12.748338
"VIA SENECA 4, 33083, CHIONS, PN",00388210932,FORMARO SPEDIZIONI S.R.L.,UL-10,45.859617,12.748702
"VIA SEQUALINS SNC, 33090, VITO D ASIO, PN",01625900939,RENOWA S.R.L.,UL-4,46.228175,12.939525
"VIA SERENISSIMA 9, 34074, MONFALCONE, GO",01180370312,MUSICA & SERVIZI S.R.L.S.,UL-1,45.809668,13.534967
"VIA SERENISSIMA, 33050, MARANO LAGUNARE, UD",01628590307,FRIULPESCA - S.R.L.,UL-10,45.763357,13.169467
"VIA SERENO ZAT 12, 33070, CANEVA, PN",00573990934,MINERARIA SACILESE S.P.A.,UL-14,45.969358,12.447658
"VIA SERRAIO GRANDE 6, 34075, SAN CANZIAN D ISONZO, GO",00117120329,SOCIETA  AGRICOLA GENAGRICOLA - GENERALI AGRICOLTURA - SOCIETA  PER AZIONI POTRA  ESSERE USATA LA DENOMINAZIONE ABBREVIATA GENAGRICOLA S.P.A.,UL-1,45.798881,13.463928
"VIA SETTEFONTANE 31/B, 34139, TRIESTE, TS",01009100320,MB S.R.L.,UL-1,45.639807,13.805344
"VIA SETTEFONTANE 37, 34138, TRIESTE, TS",00505690321,GUATEMALA TORREFAZIONE CAFFE  SRL,UL-2,45.642501,13.787493
"VIA SETTEFONTANE 48, 34138, TRIESTE, TS",00909230328,LIGHT FC S.R.L.,UL-1,45.642254,13.788792
"VIA SETTEFONTANE 51/1, 34138, TRIESTE, TS",00963780325,CORONA S.R.L.,UL-7,45.641933,13.789309
"VIA SETTEFONTANE 54, 34100, TRIESTE, TS",00862730322,M.T.M. -MANUTENZIONI TERRA MARE S.R.L.,UL-1,45.650933,13.772496
"VIA SETTEFONTANE 54, 34138, TRIESTE, TS",01254160326,EDILIMPIANTI TRIESTE S.R.L.,UL-1,45.641924,13.78999
"VIA SIGMUND FREUD 19, 34151, TRIESTE, TS",01319270326,DIEFFE DI DANIELE FINZI SRL,UL-1,45.6882,13.798585
"VIA SILVIO MARCUZZI 13, 33052, CERVIGNANO DEL FRIULI, UD",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-6,45.82354,13.335935
"VIA SILVIO MARCUZZI 6, 33052, CERVIGNANO DEL FRIULI, UD",01127360319,SIENERGY CONSULTING S.R.L.,UL-1,45.82333,13.335845
"VIA SILVIO PELLICO 15, 33043, CIVIDALE DEL FRIULI, UD",02469200303,SIRIO IMMOBILIARE  S.R.L.,UL-11,46.093948,13.428746
"VIA SILVIO PELLICO 2, 33031, BASILIANO, UD",01267080321,CIFRE S.R.L.,UL-1,46.011197,13.108611000000002
"VIA SILVIO PELLICO 32, 33080, PRATA DI PORDENONE, PN",01033240936,SOLVEPI S.P.A.,UL-4,45.89006,12.585691
"VIA SILVIO PELLICO 54/E, 33074, FONTANAFREDDA, PN",01849110935,OBR S.R.L.,UL-2,45.972949,12.586515
"VIA SILVIO PELLICO 6, 34073, GRADO, GO",00198280323,SUPERMARKET EUROPA S.R.L.,UL-3,45.679445,13.403685
"VIA SILVIO PELLICO 9, 33043, CIVIDALE DEL FRIULI, UD",02981760305,COMUNICO S.R.L.,UL-1,46.093788,13.428685
"VIA SIMONETTI 14, 33100, UDINE, UD",02802900304,ECOLOGICA FRIULANA S.R.L.,UL-1,46.071667,13.244389
"VIA SINODO 21, 33050, MARANO LAGUNARE, UD",02795520309,LBG CONSULENZE ASSICURATIVE S.R.L.,UL-5,45.76433,13.166832
"VIA SINODO 8, 33050, MARANO LAGUNARE, UD",02821730302,BIRRIFICIO 620 PASSI S.R.L.,UL-1,45.764156,13.167126
"VIA SLATAPER 22, 34125, TRIESTE, TS",01219720321,CASTELLIERE - SOCIETA  A RESPONSABILITA  LIMITATA,UL-3,45.650475,13.781249
"VIA SLATAPER 5, 34125, TRIESTE, TS",00932370323,SPAZI - PEZZI - MANUFATTI BY A & B S.R.L. IN FORMA ABBREVIATA A & B S.R.L.,UL-1,45.650038,13.779997
"VIA SLOVENIA 9, 33100, UDINE, UD",01274390309,CHIURLO S.R.L.,UL-1,46.032561,13.240336
"VIA SOFFUMBERGO 10, 33040, FAEDIS, UD",02704890306,IDROFURLAN S.R.L.,UL-1,46.129236,13.357265
"VIA SOFFUMBERGO 121, 33040, FAEDIS, UD",00492730270,S.I.L.V.A. SOCIETA  INCREMENTO LAVORI VALLIVI E AGRARI - SOCIETA  AGRICOLA A RESPONSABILITA  LIMITATA,UL-3,46.151083,13.348346
"VIA SOIMA 4, 33010, CASSACCO, UD",02843290301,NOLE S.R.L.S.,UL-1,46.174468,13.184169
"VIA SOLARI, 33080, FIUME VENETO, PN",01285140933,BRESCANCIN CARLO IMMOBILIARE SRL,UL-2,45.938231,12.76584
"VIA SOLDA  14, 33070, BUDOIA, PN",01766420937,CANOPEA S.R.L.,UL-1,46.03447,12.53209
"VIA SOMPCORNINO 4, 33030, FORGARIA NEL FRIULI, UD",01913090302,EMMETRE S.R.L.,UL-2,46.225692,13.011355
"VIA SOMPCORNINO S.N.C., 33030, FORGARIA NEL FRIULI, UD",02935940300,TANNUS ITALIA S.R.L.,UL-2,46.22669,13.022912
"VIA SONDRIO 2, 33100, UDINE, UD",00162990303,DANIELI AUTOMATION SPA,UL-1,46.082437,13.214421
"VIA SONDRIO 2/24, 33100, UDINE, UD",01453910307,CRESMED HOSPITAL S.R.L.,UL-1,46.082437,13.214421
"VIA SOPRAVILLA 25, 33040, PREMARIACCO, UD",02313850303,JULIAGRAF S.P.A.,UL-1,46.047409,13.386412
"VIA SORAVIA SNC, 33012, SAPPADA, UD",00575580303,AGRITURISTICA LIGNANO S.R.L.,UL-4,46.56995,12.70261
"VIA SOREVILLA SN, 33040, MOIMACCO, UD",02345670307,SOCIETA  FERROVIE UDINE - CIVIDALE S. A R.L.,UL-2,46.091326,13.38183
"VIA SOTTO RIVE 11/1, 33048, SAN GIOVANNI AL NATISONE, UD",01818850305,CATAS  S.P.A.,UL-1,45.97468,13.41811
"VIA SOTTO RIVE 51, 33048, SAN GIOVANNI AL NATISONE, UD",02072520303,BERGAMASCO & VOSCA S.R.L,UL-1,45.976576,13.422374
"VIA SOTTOBOSCO 6, 33030, MAJANO, UD",01589090305,COSTRUZIONI VIDONI S.R.L.,UL-2,46.184726,13.0685
"VIA SOTTOCOLLE 4/2, 33070, POLCENIGO, PN",01934260306,DEMACC SRL,UL-1,46.0261,12.507816
"VIA SOTTOCOLLE VERZAN 12, 33017, TARCENTO, UD",02636330306,ENERGEST SRL,UL-1,46.213966,13.220802
"VIA SOTTOCOLLEVERZAN 12, 33017, TARCENTO, UD",02947800302,SG ENERGIA SRLS,UL-1,46.213966,13.220802
"VIA SOTTOMONTE 101, 33044, MANZANO, UD",01008330308,BENPOWER S.R.L.,UL-3,45.991735,13.377205
"VIA SOTTOPOVOLO 11/13, 33053, LATISANA, UD",01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,UL-4,45.774915,12.996509
"VIA SOTTOPOVOLO 5, 33053, LATISANA, UD",01190460327,B. ORO S.R.L.,UL-8,45.775038,12.996478
"VIA SOTTOPOVOLO 59/63, 33053, LATISANA, UD",00311860308,PORZIO S.R.L.,UL-17,45.773982,12.996987
"VIA SOTTOPOVOLO 87, 33053, LATISANA, UD",02760320305,B2B ADVISOR S.R.L.,UL-2,45.773107,12.997472
"VIA SOTTOPOVOLO 87/C, 33053, LATISANA, UD",00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,UL-10,45.773107,12.997472
"VIA SOTTOPOVOLO 87/E, 33053, LATISANA, UD",02636150308,CNA SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-3,45.773107,12.997472
"VIA SOTTOPOVOLO SNC, 33053, LATISANA, UD",02941630309,GEFF S.R.L.,UL-12,45.773107,12.997472
"VIA SOTTOPOVOLO SS14 KM 79+690 SN, 33053, LATISANA, UD",00991520305,SOM S.P.A.,UL-13,45.772198,12.99773
"VIA SOTTORIVE 15, 33048, SAN GIOVANNI AL NATISONE, UD",02313240307,MATTIAZZI S.R.L.,UL-1,45.974952,13.419455
"VIA SOTTORIVE 19, 33048, SAN GIOVANNI AL NATISONE, UD",00170060305,ARBOR - S.R.L.,UL-4,45.975253,13.419422
"VIA SOTTORIVE 20, 33048, SAN GIOVANNI AL NATISONE, UD",02936350301,CM WOOD SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.975287,13.419998
"VIA SOTTORIVE 22, 33048, SAN GIOVANNI AL NATISONE, UD",02936350301,CM WOOD SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.975451,13.420318
"VIA SOTTORIVE 3, 33048, SAN GIOVANNI AL NATISONE, UD",01712230307,BILLIANI S.R.L.,UL-4,45.973678,13.419494
"VIA SOTTORIVE 31, 33048, SAN GIOVANNI AL NATISONE, UD",02545880300,LINEA RO.SE.   S.R.L.,UL-1,45.976585,13.420558
"VIA SOTTORIVE 47, 33048, SAN GIOVANNI AL NATISONE, UD",02367860307,COMEC GROUP S.R.L.,UL-2,45.976468,13.421978
"VIA SOTTORIVE 7, 33048, SAN GIOVANNI AL NATISONE, UD",01077960316,NEW LIFE    SRL,UL-2,45.973929,13.419258
"VIA SOTTORIVE 9, 33048, SAN GIOVANNI AL NATISONE, UD",00180040313,BABY ROSE S.R.L.,UL-1,45.974779,13.419223
"VIA SOTTORIVE 9/B, 33048, SAN GIOVANNI AL NATISONE, UD",00186450318,BABY GIULIA S.R.L.,UL-1,45.974779,13.419223
"VIA SOTTORIVIERA 1, 33017, TARCENTO, UD",02150520308,SOFTWARE SOLUTION S.R.L.,UL-2,46.216524,13.219152
"VIA SPALATO 34, 33100, UDINE, UD",03512520176,FAST S.R.L.,UL-2,46.066839,13.248495
"VIA SPESSA 12, 34070, CAPRIVA DEL FRIULI, GO",00404100307,CASTELLO DI SPESSA SOCIETA  AGRICOLA A R.L. IN SIGLA C.D.S.SOCIETA  AGRICOLA A R.L.,UL-5,45.942132,13.51439
"VIA SPESSA 7, 34070, CAPRIVA DEL FRIULI, GO",00404100307,CASTELLO DI SPESSA SOCIETA  AGRICOLA A R.L. IN SIGLA C.D.S.SOCIETA  AGRICOLA A R.L.,UL-2,45.946381,13.501167
"VIA SPEZZOTTI 1, 33050, PAVIA DI UDINE, UD",02873950303,BI LINE S.R.L.,UL-1,45.985042,13.314945
"VIA SPILIMBERGO 129, 33035, MARTIGNACCO, UD",01082760321,ADRIA DIESEL S.R.L.,UL-1,46.096781,13.134248
"VIA SPILIMBERGO 158, 33035, MARTIGNACCO, UD",00154750301,COSATTO S.P.A. - INDUSTRIA ARTICOLI CASALINGHI,UL-1,46.0841,13.1695
"VIA SPILIMBERGO 160, 33035, MARTIGNACCO, UD",02931570309,OFFICINE TL COMPOSITI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.084254,13.170038
"VIA SPILIMBERGO 163, 33035, MARTIGNACCO, UD",00168110310,VIVO FRIULI VENEZIA GIULIA S.P.A.,UL-1,46.096781,13.134248
"VIA SPILIMBERGO 176/A, 33035, MARTIGNACCO, UD",01711600302,OFF.M.A.  S.R.L. - CARPENTERIE METALLICHE,UL-1,46.088814,13.153053
"VIA SPILIMBERGO 184/A, 33034, FAGAGNA, UD",02394030304,WORLD WIDE LOGISTIC SERVICE SRL,UL-1,46.098775,13.095616
"VIA SPILIMBERGO 184/B, 33034, FAGAGNA, UD",00488110933,CANTON COLORI S.R.L.,UL-2,46.098775,13.095616
"VIA SPILIMBERGO 190, 33034, FAGAGNA, UD",01439070309,PIEMME S.R.L.,UL-2,46.098534,13.094809
"VIA SPILIMBERGO 199, 33035, MARTIGNACCO, UD",02317570303,METALLASER S.R.L.,UL-1,46.076544,13.183854
"VIA SPILIMBERGO 203, 33035, MARTIGNACCO, UD",01659050932,MODO S.R.L.,UL-1,46.094985,13.125262
"VIA SPILIMBERGO 207, 33035, MARTIGNACCO, UD",02722980303,ENNE COSTRUZIONI S.R.L.,UL-3,46.094973,13.125195
"VIA SPILIMBERGO 220, 33034, FAGAGNA, UD",02425530306,A.S.T. S.R.L.,UL-1,46.096542,13.086274
"VIA SPILIMBERGO 239, 33035, MARTIGNACCO, UD",02855090300,MAGAZZINO 73 S.R.L.,UL-2,46.088752,13.144059
"VIA SPILIMBERGO 24, 33085, MANIAGO, PN",00419080932,INOSSMAN FONDERIE ACCIAIO MANIAGO S.P.A.,UL-1,46.165086,12.706567
"VIA SPILIMBERGO 263, 33035, MARTIGNACCO, UD",00827360306,BALDASSI S.R.L.,UL-1,46.089892,13.141368
"VIA SPILIMBERGO 280, 33035, MARTIGNACCO, UD",01931380305,KAPPA S.R.L.,UL-1,46.094277,13.124791
"VIA SPILIMBERGO 46, 33037, PASIAN DI PRATO, UD",01651600932,FORNO RURALE S.R.L.,UL-2,46.077266,13.188696
"VIA SPILIMBERGO 48, 33037, PASIAN DI PRATO, UD",02134440300,INTESA S.R.L.,UL-3,46.0759,13.18867
"VIA SPILIMBERGO 66, 33037, PASIAN DI PRATO, UD",02031210301,PARTNERS ASSOCIATES S.P.A.,UL-1,46.076411,13.18765
"VIA SPILIMBERGO LOC. CASANOVA 133, 33035, MARTIGNACCO, UD",02371390309,F.LLI GREATTI S.R.L.,UL-1,46.096781,13.134248
"VIA SPILIMBERGO SNC, 33092, MEDUNO, PN",01544580937,SOCIETA  AGRICOLA SAN MARTINO S.R.L.,UL-3,46.187284,12.808959
"VIA SPINAZZEDO 10, 33080, PORCIA, PN",01184760930,SUPER SERVICE S.R.L.,UL-1,45.942177,12.617991
"VIA SPINAZZEDO 23, 33080, PORCIA, PN",01586760934,PAVIOTTI S.R.L.,UL-2,45.939807,12.616659
"VIA SPORCAVILLA 2, 34121, TRIESTE, TS",01166890325,MIDNIGHT SOCIETA  A RESPONSABILITA  LIMITATA,UL-6,45.647602,13.767404
"VIA SQUARZARE  17, 33087, PASIANO DI PORDENONE, PN",01520700939,SACA INDUSTRIE S.P.A.,UL-4,45.850292,12.628027
"VIA SRECKO KOSOVEL 3, 34149, TRIESTE, TS",01326500327,TRIESTE GREEN TOUR S.R.L.,UL-1,45.641854,13.863699
"VIA STADIO 33, 33077, SACILE, PN",01318780309,LIVENZA SERVIZI MOBILITA  S.R.L.,UL-3,45.957709,12.512755
"VIA STATALE 1, 33023, COMEGLIANS, UD",02778200309,FAMIGLIA FILAFERRO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,46.513072,12.866564
"VIA STATALE 2/B, 33023, COMEGLIANS, UD",02114490309,DI PIAZZA VANTE S.R.L.,UL-1,46.511273,12.866586
"VIA STAZIONE 40, 33048, SAN GIOVANNI AL NATISONE, UD",00484100318,DOTTOR TIZIANO CAPRARA S.R.L.,UL-1,45.974721,13.397633
